,Text,Label
1170,Federal watchdog to investigate Trump official's role in distribution of coronavirus relief funds to tribes - ABC News,Real
1171,"Substance abuse, kids with cabin fever: Police officer on new challenges amid COVID",Real
1172,Pandemic has spawned 'record-breaking' cybercriminal activity: Report,Real
1173,Bringing America Back: The impact of warmer weather on COVID-19 and more to know,Real
1174,US firms return virus loans as Treasury threatens penalties,Real
1175,Pence aide who had COVID-19 returns to work,Real
1176,"COVID-19 outbreaks at 9 facilities in one city, including food processing plants",Real
1177,President Trump to Americans who’ve lost loved ones to the coronavirus: 'I love you',Real
1178,Coronavirus updates: Trump says 'we want our sports back' in UFC video message,Real
1179,UK plan to ease out of lockdown criticized for lacking clarity,Real
1180,Government response updates: Senator demands info on Trump-touted drug distribution,Real
1181,"Trump ramps up expulsions of migrant youth, citing virus",Real
1182,"House passes $3 trillion relief package, bill 'DOA' in Senate",Real
1183,TWITTER to label 'disputed' COVID-19 tweets...,Real
1184,COVID-19 data sharing with law enforcement sparks concern...,Real
1185,Lock your cars! Vehicle theft spikes in pandemic...,Real
1186,UPDATE: Sailors on USS Roosevelt get virus for second time...,Real
1187,Brazil's most populous state eyes reopening business in June - Associated Press,Real
1188,"NY reporting more than 1,700 previously undisclosed deaths at nursing homes...",Real
1189,Schumer calls on VA to explain use of unproven drug on vets...,Real
1190,2 members of virus task force in quarantine...,Real
1191,Workplace worries mount with new cases...,Real
1192,Songs about quarantine life...,Real
1193,Malaria drug shows no benefit in another study...,Real
1194,UK becomes virus epicenter of Europe...,Real
1195,Pandemic planning becomes political weapon as deaths mount...,Real
1196,Man arrested after posting Hawaii beach photos...,Real
1197,Colombian company creates bed that can double as coffin...,Real
1198,"In Bolsonaro's Brazil, everyone else is to blame for virus...",Real
1199,Coronavirus found in patients' semen in small Chinese study - The Associated Press,Real
1200,WHISTLEBLOWER OF DOOM!,Real
1201,New Mexico town shuts everyone out...,Real
1202,NBA talking with DISNEY about resuming season...,Real
1203,DISASTER,Real
1204,UPDATE: Arkansas venue plans concert despite state's virus limits...,Real
1205,COVID-19 Impact and Recovery Analysis | Internet of Things (IoT) Security Market 2020-2024 | Increasing Incidence of Cyberattacks to Boost Growth | Technavio - Associated Press,Real
1206,Greenwood man dies in latest shooting on Myrtle Beach tourist strip - Index-Journal,Real
1207,Trump tests whether incumbent leader can tap outsider anger...,Real
1208,TV cliffhanger: Fall season in jeopardy amid virus shutdown...,Real
1209,Food prices see historic jump; Likely to stay high...,Real
1210,Navajo Nation residents to be under strictest lockdown yet...,Real
1211,"For imperiled airlines, it keeps getting worse...",Real
1212,Black man dies after video shows officer kneeling on neck...,Real
1213,Illinois Legislature meets to OK budget under COVID-19 cloud,Real
1214,Senior aide to Illinois governor tests positive for COVID-19,Real
1215,Officials concerned over business impact of delayed Indy 500 - Champaign/Urbana News-Gazette,Real
1216,"Virus rampages across vast Navajo lands, close-knit families...",Real
1217,Covid hits rural America hard...,Real
1218,Arizona House OKs virus liability shield for businesses - Associated Press,Real
1219,Seattle council to pause business tax proposal amid pandemic - Associated Press,Real
1220,"A second Great Clips hairstylist in Springfield, Mo., tests positive for COVID-19 symptoms",Real
1221,Face mask rules grow but enforcement proves a challenge...,Real
1222,Illegal border crossings into USA from Canada TRIPLE...,Real
1223,"Strangeness of the day: For Americans, an in-between moment...",Real
1224,$3 TRILLION MORE!,Real
1225,"Amid coronavirus news, many need to step away...",Real
1226,Believers see message of change from God in virus...,Real
1227,"High-tech devices help NFL teams keep players safe, in shape - Associated Press",Real
1228,"As businesses reopen, Tennessee unemployment still high - Associated Press",Real
1229,"In chaos, some find solace, purpose in helping others...",Real
1230,'Temporary' layoffs may be permanent...,Real
1231,Hundreds demand justice for Arbery at Georgia rally - The Associated Press,Real
1232,"Nissan-Renault alliance to share more parts, technology - The Associated Press",Real
1233,US virus patients and businesses sue China over outbreak - The Associated Press,Real
1234,"Business, government operate under new rules, market rallies - The Associated Press",Real
1235,Update on the latest in business - WFMZ Allentown,Real
1236,CDC pushed coordinated national response...,Real
1237,Brazil's health minister resigns after one month on the job - The Associated Press,Real
1238,Nearly entire Louisiana prison dorm tests positive for virus,Real
1239,Ewing out of hospital after being treated for COVID-19,Real
1240,Prison infirmary quarantined after COVID-19 cases,Real
1241,What are the symptoms of COVID-19?,Real
1242,"Wisconsin prisons increase COVID-19 testing, quarantines",Real
1243,Faxes and email: Old technology slows COVID-19 response,Real
1244,"Trump: COVID-19 task force not dismantling, just refocusing",Real
1245,Meatpacking union: 44 COVID-19 deaths among workers,Real
1246,"Lawsuit seeks early, easier voting during COVID-19 pandemic",Real
1247,Las Vegas health officials ramp up COVID-19 contact tracing,Real
1248,"Monkeys, ferrets offer needed clues in COVID-19 vaccine race",Real
1249,Pence aide who had COVID-19 returns to work,Real
1250,COVID-19 cases spike in Utah a month after reopenings,Real
1251,Walz to allow elective surgeries; budget takes COVID-19 hit,Real
1252,What can a COVID-19 antibody test tell me?,Real
1253,"Turkey records 29 deaths, 987 new COVID-19 cases",Real
1254,No rodeo festival dashes Wyoming city's hopes amid COVID-19,Real
1255,Nashville still providing COVID-19 data to first responders,Real
1256,Partygoer at Missouri's Lake of Ozarks positive for COVID-19,Real
1257,Latinos increasingly affected by COVID-19 in rural Idaho,Real
1258,Whistleblower: US could face virus rebound 'darkest winter',Real
1259,"Report: Gas tax revenue drop could delay Illinois road, rail projects",Real
1260,BOEING goes another month without single order...,Real
1261,"Ex-Hoya, ex-Knick, current Georgetown coach Ewing has COVID",Real
1262,Roanoke eyes $3.5 million in budget cuts due to pandemic,Real
1263,Virginia nurse takes to the seas to lend hand in New York,Real
1264,Virginia attorney general warns businesses about charges,Real
1265,Virginia town announces layoffs amid coronavirus outbreak,Real
1266,Three counties on the Outer Banks to allow visitors starting May 16,Real
1267,"VIRUS DIARY: A Memorial Day visit, altered but not stopped",Real
1268,UN council tries again to agree on COVID-19 resolution,Real
1269,Walz to allow elective surgeries; budget takes COVID-19 hit,Real
1270,"France, Tunisia urge UN council to adopt COVID-19 resolution",Real
1271,When could a COVID-19 vaccine be ready?,Real
1272,Secrecy on legislator's COVID-19 illness roils a statehouse,Real
1273,Virginia Beach cancels July Fourth fireworks over COVID-19,Real
1274,Hypocrisy gone viral? Officials set bad COVID-19 examples,Real
1275,Partygoer at Missouri's Lake of Ozarks positive for COVID-19,Real
1276,Fed lawyer: COVID-19 at federal jail worse than reported,Real
1277,3 California prison inmates die from COVID-19 complications,Real
1278,Stranglers keyboardist Dave Greenfield dies with COVID-19,Real
1279,"Robert Caro writes, and waits, during the COVID-19 outbreak",Real
1280,"Trump attacks study, defends using malaria drug for COVID-19",Real
1281,Idaho newspaper plans lawsuit over COVID-19 records denial,Real
1282,Telethon raises $115M for New Yorkers impacted by COVID-19,Real
1283,Debunk Coronavirus Hoaxes With This WhatsApp Bot,Real
1284,Check This Directory to Avoid Coronavirus Scams,Real
1285,What the Coronavirus Vaccine Trial Results Mean,Real
1286,Hackers targeted the UK's coronavirus vaccine research,Real
1287,Reduce Your Risk of Coronavirus Exposure With a 'Contact Budget',Real
1288,What We Know About Coronavirus Super-Spreader Events,Real
1289,Beware Coronavirus-Themed Malware Disguised as Excel Spreadsheets,Real
1290,Why Your Positive Coronavirus Antibody Test Might Be Wrong,Real
1291,How Instagram’s anti-vaxxers fuel coronavirus conspiracy theories,Real
1292,Technology and ethics in the coronavirus economy,Real
1293,I Enrolled in a Coronavirus Contact Tracing Academy,Real
1294,Coronavirus: World Health Organization members agree coronavirus response probe,Real
1295,How Contactless Payments Work,Real
1296,How Credit Card Rewards Will Change After the Pandemic,Real
1297,Coronavirus mutation effect 'unclear',Real
1298,Bryan Adams' Instagram Rant Tops This Week's Internet News Roundup,Real
1299,Elon Musk defies coronavirus order and asks to be arrested,Real
1300,Covid-19 Makes the Case for More Meatpacking Robots,Real
1301,Why Meatpacking Plants Have Become Covid-19 Hot Spots,Real
1302,"As Cities Reopen, Outdoor Dining May Provide a Lifeline",Real
1303,Boulder Care opioid treatment platform picks up traction during coronavirus,Real
1304,Coronavirus found in men's semen,Real
1305,What to Do if Your Summer Internship Has Been Canceled,Real
1306,Why Your Credit Limit Just Dropped,Real
1307,Should You Job Hunt During a Furlough?,Real
1308,Why Your Student Loan Coronavirus Forbearance Is Messing Up Your Credit Report,Real
1309,Coronavirus and the indoor farming revolution,Real
1310,What coronavirus outbreaks have in common,Real
1311,Apple and Google tell health departments their privacy requirements for coronavirus tracking,Real
1312,Nurse: 'I was shunned over coronavirus fears',Real
1313,Coronavirus: Photographers' children's lives in lockdown,Real
1314,How coronavirus tore through Britain's ethnic minorities,Real
1315,Coronavirus and poverty: Is there a link?,Real
1316,London's Anniversary Games cancelled because of coronavirus,Real
1317,Coronavirus: Can live-streaming save China's economy?,Real
1318,Coronavirus: Crowd concerns as Australia’s restrictions ease,Real
1319,Coronavirus: Professional athletes train in lockdown,Real
1320,Coronavirus: Germany divided as states lift lockdown,Real
1321,Coronavirus: The Russian republic enduring a 'catastrophe',Real
1322,Six positive coronavirus tests in Premier League,Real
1323,Coronavirus: The Colombian jail with 859 cases,Real
1324,Coronavirus: How South Korea 'crushed' the curve,Real
1325,Third Brighton player tests positive for coronavirus,Real
1326,Video shows how quickly coronavirus can spread,Real
1327,Getting to the veterinarian during coronavirus,Real
1328,Where early US coronavirus hotspots stand now,Real
1329,CNN reporter debunks beachgoers' coronavirus theories,Real
1330,The Search for a Covid-19 Research Animal Model,Real
1331,Trump hits the links amid coronavirus pandemic,Real
1332,How Russia descended into a coronavirus hell,Real
1333,'Coronavirus slayer' puts Indian state in lead,Real
1334,Fauci is 'cautiously optimistic' about this finding,Real
1335,Coronavirus: Your pictures of lockdown at home,Real
1336,Coronavirus: Trump terminates US relationship with WHO,Real
1337,NBA legend Ewing reveals positive coronavirus test,Real
1338,Coronavirus: Israel turns surveillance tools on itself,Real
1339,Coronavirus: The human cost of virus misinformation,Real
1340,Coronavirus: Creative solutions to social distancing,Real
1341,Coronavirus: Ecuador protests against cuts amid pandemic,Real
1342,Coronavirus: Sweden's Tegnell admits too many died,Real
1343,How scientists are using baker's yeast to develop a coronavirus vaccine,Real
1344,Three Fiorentina players test positive for coronavirus,Real
1345,South Africa's coronavirus lockdown: Doubts creep in,Real
1346,German Bundesliga: Season resumes after coronavirus shutdown,Real
1347,India extends coronavirus lockdown by two weeks,Real
1348,Watford's Mariappa confirms he has coronavirus,Real
1349,Premier League confirms one positive coronavirus test,Real
1350,Coronavirus: Amsterdam trials 'Covid-safe' restaurant,Real
1351,Coronavirus lockdown around the world in pictures,Real
1352,Coronavirus: Anti-lockdown car protest draws thousands,Real
1353,Coronavirus in Sudan exposes new leaders,Real
1354,Latest Coronavirus Science: The Link Between Pandemics and Psychosis,Real
1355,Insurance Companies Are Subsidizing Fox News’ Coronavirus and Climate Misinformation,Real
1356,Coronavirus Is Delaying MTA's Completion of Contactless Subway Payments,Real
1357,Freedom of Information Is Disintegrating (Faster) Under the Coronavirus,Real
1358,"Coronavirus, Summer Heat, and Poverty Could Create a 'Triple Whammy'",Real
1359,China's Air Pollution Is Already Worse Than Pre-Coronavirus Levels,Real
1360,The Dutch Cure for Coronavirus Listlessness: Get Yourself a Seksbuddy,Real
1361,Fitbit Is Studying Whether Its Watches Can Detect Coronavirus Early,Real
1362,"U.S. Hits Grim Coronavirus Milestone, Passing 100,000 Confirmed Deaths",Real
1363,Cyclone Amphan Slams Into India's Coast Amid Coronavirus Pandemic,Real
1364,The Nation’s Top Health Leaders Are In Coronavirus Quarantine,Real
1365,Can Scientists Justify Intentional Coronavirus Infections to Speed Vaccine Creation?,Real
1366,Yet Another Amazon Worker Has Died of Coronavirus,Real
1367,Coronavirus Thwarts Rescue of Endangered Albatrosses Menaced by Giant Mice,Real
1368,Latest Coronavirus Science: Outlook for Hydroxychloroquine Just Gets Worse,Real
1369,Do Your Homework Before Volunteering Your Data to Fight Coronavirus,Real
1370,Should You Get a Coronavirus Test If You Protested?,Real
1371,Pittsburgh’s airport is the first in the US to use UV-cleaning robots,Real
1372,Instacart will expand sick pay to more shoppers,Real
1373,"MLB owners approve plan to start season in July, reports say",Real
1374,Amazon is reopening its French warehouses after COVID-19 labor dispute,Real
1375,Lyft’s ‘Wait and Save’ rides offer a cheaper fare for essential trips,Real
1376,"Google reportedly rescinds 2,000 contract worker jobs",Real
1377,FDA Issues Emergency Authorization for Coronavirus At-Home Sample Collection Kit,Real
1378,Help Local Booksellers by Using These Amazon Alternatives,Real
1379,What to Know About the New TSA Rules,Real
1380,NASA Wants to Pay You to Isolate on Fake Mars for 8 Months,Real
1381,Work on Your Family Tree With These Free Online Genealogy Resources,Real
1382,"Welp, He's Taking It or Faking It",Real
1383,How to Read a COVID-19 Graph,Real
1384,What You Should Know About the Less Common COVID-19 Symptoms,Real
1385,Ask an Expert Your COVID-19 Testing Questions,Real
1386,What We Know About Serious COVID-19 Symptoms in Kids,Real
1387,What's Included in Lyft's New COVID-19 Rules,Real
1388,How to Respond if Your Friends Share COVID-19 Misinformation,Real
1389,What Does It Mean to Have Recovered From COVID-19?,Real
1390,What to Know About That New Hydroxychloroquine Study,Real
1391,How to Watch NASCAR's First In-Person Race Since COVID-19 Today,Real
1392,What to Do If You See a 'COVID-19 Surcharge' on Your Receipt,Real
1393,"What's New on Netflix the Week of May 18, 2020",Real
1394,What You Need to Know About Swimming During the Pandemic,Real
1395,TGIF Playlist: Revolution,Real
1396,"Yes, Teletherapy Is Effective—Here's What You Need to Know",Real
1397,What We Know About Disney World's Reopening in July,Real
1398,Now You Can Listen to Live Supreme Court Arguments,Real
1399,Take a Virtual Trip to NYC with These Free Tours,Real
1400,Why You Should Draw a Map of Your Life in Quarantine,Real
1401,When Will It Be Safe to Send Your Child to Daycare?,Real
1402,How to Donate to a Local Bail Fund for Protestors,Real
1403,Turn Your Living Room into an Art Museum With This iOS App,Real
1404,How to Become a Contact Tracer,Real
1405,Rent an Uber for $50 an Hour in Select Cities,Real
1406,How to Cope as a 'Distance Caregiver' During the Pandemic,Real
1407,Debunk Coronavirus Hoaxes With This WhatsApp Bot,Real
1408,Be Extra Cautious With Contact Tracing Apps,Real
1409,How to Handle a Pet Emergency,Real
1410,How to Handle a Pet Emergency,Real
1411,How to Watch the 'Lord of the Rings' Reunion,Real
1412,Beware Coronavirus-Themed Malware Disguised as Excel Spreadsheets,Real
1413,You Don't Always Know Who Is High Risk,Real
1414,How to Vote By Mail,Real
1415,What Happens After You Leave the ICU?,Real
1416,"If You Found That ‘Plandemic’ Video Convincing, Read This Too",Real
1417,"How to Protect Your Money, With Ramit Sethi",Real
1418,"How to Watch Indiana's Celebration of the Music of John Prine, Bill Withers, and Adam Schlesinger Tonight",Real
1419,"What to Watch Tonight, June 3, 2020",Real
1420,"What to Watch Tonight, June 4, 2020",Real
1421,Why It's 'Giving Tuesday'—Again,Real
1422,"See Jane Goodall and Neil deGrasse Tyson Talk Science, Live",Real
1423,"What to Watch This Weekend, May 15-17",Real
1424,Why Your Positive Coronavirus Antibody Test Might Be Wrong,Real
1425,Find Companies Offering Payment Relief During the Pandemic,Real
1426,How to Stop Group FaceTime Windows From Resizing When People Speak,Real
1427,What the CDC's 'Guidelines' for Reopening Schools Actually Say,Real
1428,Think of Risk as a Spectrum,Real
1429,Soon You'll Need a Face Covering to Take an Uber,Real
1430,"As Some Apple Stores Reopen, Here's What to Expect",Real
1431,How to Protest During a Pandemic,Real
1432,The Shed at Hudson Yards Is Making New Performance Art Available on Sundays For Free,Real
1433,Why You Should Wear a Mask to Your Next Job Interview,Real
1434,Improve Your Critical Thinking With This Cheatsheet,Real
1435,How to Fend Off Hangry Rats,Real
1436,What We Know About Coronavirus Super-Spreader Events,Real
1437,What the Coronavirus Vaccine Trial Results Mean,Real
1438,How Do I Get My Cracked iPhone Screen Fixed During the Shutdown?,Real
1439,"Thursday's Best Deals: Insignia Fire TV, AirPods Pro, Google Nest WiFi, Cole Haan Sale, XBOX Gift Cards, and More",Real
1440,NVIDIA's newest AI supercomputer joins the fight against COVID-19,Real
1441,Israel restricts COVID-19 phone tracking to 'special cases',Real
1442,Amazon VP quits over company firing COVID-19 whistleblowers,Real
1443,Fitbit hopes to make ventilators during the COVID-19 pandemic,Real
1444,Apple and Google's COVID-19 contact tracing tech is ready,Real
1445,NASA backs studies on environmental effects of COVID-19 lockdowns,Real
1446,Twitter ‘super-spreaders’ shared bogus COVID-19 info with 3 million users,Real
1447,UK will begin testing its COVID-19 tracking app this week,Real
1448,US senators ask Amazon why it keeps firing COVID-19 whistleblowers,Real
1449,Airbnb will lay off 25 percent of its workforce due to COVID-19,Real
1450,Researchers say Oura rings can predict COVID-19 symptoms three days early,Real
1451,FDA clears Formlabs' 3D-printed BiPAP-to-ventilator converter,Real
1452,IFA will be one of the first big in-person tech events post-lockdown,Real
1453,Apple is reopening more stores but you'll need a face mask to enter,Real
1454,Tokyo Game Show 2020 has been cancelled,Real
1455,Zoom's latest changes to prevent 'zoombombing' arrive on May 9th,Real
1456,The next 'Fortnite' season has been delayed one more week,Real
1457,Senators ask FTC to investigate Instacart over 'tip baiting',Real
1458,Fujfilm's app turns your X series and GFX cameras into webcams,Real
1459,Amazon sellers use 'collectible' label to dodge price gouging rules,Real
1460,Waymo's self-driving vans will return to Bay Area streets on June 8th,Real
1461,Sony job listing hints PS5 may launch in October,Real
1462,Apple and Google tell health departments their privacy requirements for coronavirus tracking,Real
1463,Amazon will start reopening French warehouses on May 19th,Real
1464,MTA spends $1 million to test disinfecting NYC subways with UV light,Real
1465,CES will go ahead as an in-person event next year,Real
1466,Facebook's latest propaganda sweep takes down QAnon-linked pages,Real
1467,Sony's new image sensors will make cameras smarter with onboard AI,Real
1468,Delayed ‘PES’ Euro 2020 update will arrive on June 4th,Real
1469,"Google's work from home strategy includes a $1,000 allowance",Real
1470,'Iron Man VR' will arrive on July 3rd,Real
1471,"Uber plans to lay off another 3,000 employees",Real
1472,The Morning After: Alexa's new 'Drop In' intercom system,Real
1473,Samsung will introduce an 'innovative' debit card this summer,Real
1474,Airbnb and Bumble push virtual first dates to stay relevant,Real
1475,The biggest Madden Bowl yet was won using run-only plays,Real
1476,"The DoJ is investigating Google's search dominance, DuckDuckGo CEO suggests",Real
1477,Amazon reportedly delays Prime Day until September,Real
1478,Recommended Reading: He bought StubHub right before the pandemic,Real
1479,Sling TV president replaced as subscriber numbers continue to drop,Real
1480,Supercomputers across Europe have fallen to cryptomining hacks,Real
1481,'Iron Man VR' gameplay demo arrives to satisfy your inner Tony Stark,Real
1482,Formula E racer disqualified for using an esports ringer in a virtual race,Real
